2010 Federal Election House of Representatives Two Party Preferred By Polling Place [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-08-22T07:44:31 Cycle:616f42f6-2035-4b88-9530-8ecd800c5267 Created:2010-08-22T07:29:29 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
NSW,107,Blaxland,2391,Regents Park,904,67.61,433,32.39,1337,-4.16
NSW,107,Blaxland,2393,Sefton,1277,63.41,737,36.59,2014,-1.59
NSW,107,Blaxland,33600,Special Hospital Team 1,0,0,0,0,0,-53.62
NSW,107,Blaxland,33723,Special Hospital Team 2,0,0,0,0,0,-54.84
NSW,107,Blaxland,32339,Sydney (Blaxland),46,61.33,29,38.67,75,-8.11
NSW,107,Blaxland,2358,Villawood,1140,71.03,465,28.97,1605,-1.99
NSW,107,Blaxland,2396,Villawood East,781,72.79,292,27.21,1073,-3.83
NSW,107,Blaxland,2359,Villawood North,1017,71.32,409,28.68,1426,-6.38
NSW,107,Blaxland,180,Yagoona,1427,67.95,673,32.05,2100,-3.91
NSW,107,Blaxland,182,Yagoona West,795,61.01,508,38.99,1303,-4.75
NSW,107,Blaxland,2362,Yennora,558,65.11,299,34.89,857,-0.23
NSW,108,Bradfield,115,Asquith (Bradfield),598,44.36,750,55.64,1348,-5.57
NSW,108,Bradfield,119,Bowden Brae,142,30.67,321,69.33,463,-0.35
NSW,108,Bradfield,56720,Chatswood (Bradfield),102,40,153,60,255,-9.83
NSW,108,Bradfield,58723,Chatswood BRADFIELD PPVC,636,31.09,1410,68.91,2046,-9.96
NSW,108,Bradfield,2015,Chatswood North,234,50.43,230,49.57,464,2.19
NSW,108,Bradfield,56721,Chatswood West (Bradfield),308,44.7,381,55.3,689,-6.58
NSW,108,Bradfield,30099,Divisional Office (PREPOLL),0,0,0,0,0,-41.09
NSW,108,Bradfield,194,Gordon,755,29.5,1804,70.5,2559,-7.96
NSW,108,Bradfield,195,Gordon East,688,33.38,1373,66.62,2061,-3.48
NSW,108,Bradfield,196,Gordon West,572,32.06,1212,67.94,1784,-4.28
NSW,108,Bradfield,43833,Hornsby (Bradfield),171,43.96,218,56.04,389,-15.06
NSW,108,Bradfield,127,Hornsby Central (Bradfield),1180,46.15,1377,53.85,2557,-9.47
NSW,108,Bradfield,33771,Hornsby East,548,47.82,598,52.18,1146,-8.36
NSW,108,Bradfield,125,Hornsby Hospital,138,43.4,180,56.6,318,-8.03
NSW,108,Bradfield,198,Killara,397,25.53,1158,74.47,1555,-1.36
NSW,108,Bradfield,199,Killara East,562,32.17,1185,67.83,1747,-5.36
NSW,108,Bradfield,129,Kissing Point,346,35.31,634,64.69,980,-1.8
NSW,108,Bradfield,130,Lady Davidson Hospital,72,21.62,261,78.38,333,-2.84
NSW,108,Bradfield,201,Lindfield,580,32.79,1189,67.21,1769,-3.56
NSW,108,Bradfield,202,Lindfield East,591,31.54,1283,68.46,1874,-7.17
NSW,108,Bradfield,203,Lindfield North,971,35.26,1783,64.74,2754,-5.26
NSW,108,Bradfield,204,Lindfield West,806,30.11,1871,69.89,2677,-4.96
NSW,108,Bradfield,133,Normanhurst (Bradfield),588,40.5,864,59.5,1452,-3.86
NSW,108,Bradfield,206,Pymble,268,25.09,800,74.91,1068,-8.38
NSW,108,Bradfield,137,Pymble North,595,24.14,1870,75.86,2465,-4.43
NSW,108,Bradfield,207,Pymble West,694,33.22,1395,66.78,2089,-3.21
NSW,108,Bradfield,208,Roseville,496,31.73,1067,68.27,1563,-5.87
NSW,108,Bradfield,209,Roseville Chase,249,26.95,675,73.05,924,-9.46
NSW,108,Bradfield,210,Roseville East,354,36.38,619,63.62,973,-1.64
NSW,108,Bradfield,2032,Roseville South (Bradfield),275,33.78,539,66.22,814,-6.07
NSW,108,Bradfield,33599,Special Hospital Team 1,0,0,0,0,0,-19.15
NSW,108,Bradfield,33804,Special Hospital Team 2,0,0,0,0,0,-19.1
NSW,108,Bradfield,33805,Special Hospital Team 3,0,0,0,0,0,-19.29
NSW,108,Bradfield,211,St Ives,415,23.33,1364,76.67,1779,-0.54
NSW,108,Bradfield,212,St Ives Chase,280,29.29,676,70.71,956,6.11
NSW,108,Bradfield,213,St Ives North,576,23.55,1870,76.45,2446,-2.62
NSW,108,Bradfield,188,St Ives Park,443,22.31,1543,77.69,1986,-1.44
NSW,108,Bradfield,214,St Ives South,674,25.9,1928,74.1,2602,-1.58
NSW,108,Bradfield,31029,Sydney (Bradfield),39,36.11,69,63.89,108,-16.16
NSW,108,Bradfield,138,Thornleigh (Bradfield),382,39.87,576,60.13,958,-3.22
NSW,108,Bradfield,139,Turramurra,138,22.96,463,77.04,601,-1.36
NSW,108,Bradfield,140,Turramurra Central,513,27.87,1328,72.13,1841,-2.91
NSW,108,Bradfield,141,Turramurra North,659,35.87,1178,64.13,1837,7.95
NSW,108,Bradfield,142,Turramurra South,987,36.57,1712,63.43,2699,-4.29
NSW,108,Bradfield,143,Wahroonga,654,26.12,1850,73.88,2504,1.29
NSW,108,Bradfield,144,Wahroonga East,624,24.64,1908,75.36,2532,-4.34
NSW,108,Bradfield,33948,Wahroonga PPVC,390,21.61,1415,78.39,1805,-19.49
NSW,108,Bradfield,145,Waitara,808,38.53,1289,61.47,2097,-8.38
NSW,108,Bradfield,146,Waitara South,116,34.42,221,65.58,337,-2.68
NSW,108,Bradfield,147,Warrawee,828,33.54,1641,66.46,2469,-1.99
NSW,109,Calare,2148,Alectown,31,20.39,121,79.61,152,-7.9
NSW,109,Calare,219,Barry,27,20.93,102,79.07,129,-15.58
NSW,109,Calare,220,Bathurst,869,47.83,948,52.17,1817,-6.94
NSW,109,Calare,221,Bathurst Central,517,45.11,629,54.89,1146,-6.98
NSW,109,Calare,31071,Bathurst City,540,43.9,690,56.1,1230,-8.27
NSW,109,Calare,223,Bathurst High,397,49.44,406,50.56,803,-5.58
NSW,109,Calare,224,Bathurst Hospital,402,48.38,429,51.62,831,-12.25
NSW,109,Calare,33861,Bathurst PPVC,0,0,0,0,0,-46.24
NSW,109,Calare,225,Bathurst South,516,49.57,525,50.43,1041,-10.04
NSW,109,Calare,226,Bathurst St Vincents,220,52.13,202,47.87,422,-10.65
NSW,109,Calare,227,Bathurst West,928,46.54,1066,53.46,1994,-7.26
NSW,109,Calare,2153,Bedgerebong,28,10.61,236,89.39,264,-0.93
NSW,109,Calare,1750,Black Springs,58,28.29,147,71.71,205,-8.68
NSW,109,Calare,228,Blayney,616,35.18,1135,64.82,1751,-9.67
NSW,109,Calare,229,Bletchington,987,35.38,1803,64.62,2790,-7.14
NSW,109,Calare,230,Bloomfield Hospital,52,35.37,95,64.63,147,-19.45
NSW,109,Calare,2156,Bogan Gate,41,22.28,143,77.72,184,-4.91
NSW,109,Calare,2157,Borenore,98,29.88,230,70.12,328,-8.45
NSW,109,Calare,231,Bowen,839,39.65,1277,60.35,2116,-7.46
NSW,109,Calare,232,Bowenfels South,118,48.36,126,51.64,244,-8.11
NSW,109,Calare,1753,Burraga,24,35.29,44,64.71,68,-4.99
NSW,109,Calare,235,Calare School,559,33.45,1112,66.55,1671,-8.72
NSW,109,Calare,236,Canobolas,72,31.72,155,68.28,227,-7.94
NSW,109,Calare,2161,Canowindra,366,30.73,825,69.27,1191,-10.03
NSW,109,Calare,237,Capertee,45,37.82,74,62.18,119,-17.83
NSW,109,Calare,238,Carcoar,78,39,122,61,200,-12.44
NSW,109,Calare,2162,Cargo,106,43.62,137,56.38,243,-0.65
NSW,109,Calare,241,Cooerwull,970,56.63,743,43.37,1713,-9.43
NSW,109,Calare,2167,Cookamidgera,13,20.31,51,79.69,64,-1.23
NSW,109,Calare,2170,Cudal,101,27.6,265,72.4,366,-12.91
NSW,109,Calare,242,Cullen Bullen,114,59.38,78,40.63,192,-16.04
NSW,109,Calare,2171,Cumnock,81,28.62,202,71.38,283,1.37
NSW,109,Calare,30100,Divisional Office (PREPOLL),29,29.29,70,70.71,99,-17.38
NSW,109,Calare,244,Eglinton,595,36.37,1041,63.63,1636,-10.94
NSW,109,Calare,2183,Eugowra,94,19.54,387,80.46,481,-4.7
NSW,109,Calare,2186,Forbes,631,28.35,1595,71.65,2226,-5.9
NSW,109,Calare,2187,Forbes Hospital,45,26.32,126,73.68,171,-4.75
NSW,109,Calare,2188,Forbes North,399,33.73,784,66.27,1183,-4.73
NSW,109,Calare,2189,Forbes South,188,20.61,724,79.39,912,-11.41
NSW,109,Calare,249,Glen Alice,30,31.91,64,68.09,94,-16.24
NSW,109,Calare,250,Glenroi,731,51.55,687,48.45,1418,-8.5
NSW,109,Calare,253,Hampton,58,40.28,86,59.72,144,-6.7
NSW,109,Calare,1767,Hartley,171,38.69,271,61.31,442,-7.62
NSW,109,Calare,255,Hermitage,341,59.82,229,40.18,570,-8.9
NSW,109,Calare,256,Hill End,38,52.05,35,47.95,73,-12.89
NSW,109,Calare,260,Kelso,1129,42.99,1497,57.01,2626,-9.89
NSW,109,Calare,262,Lithgow,818,59.45,558,40.55,1376,-9.93
NSW,109,Calare,263,Lithgow Hospital,73,59.35,50,40.65,123,-8.24
NSW,109,Calare,33864,Lithgow PPVC,0,0,0,0,0,-46.25
NSW,109,Calare,264,Littleton,249,55.46,200,44.54,449,-12.61
NSW,109,Calare,265,Lucknow,68,28.22,173,71.78,241,-10.6
NSW,109,Calare,267,Lyndhurst,55,25.82,158,74.18,213,-14.39
NSW,109,Calare,269,Mandurama,71,34.47,135,65.53,206,-10.94
NSW,109,Calare,2201,Manildra,151,33.26,303,66.74,454,-12.46
NSW,109,Calare,272,Meadow Flat,96,46.38,111,53.62,207,-2.68
NSW,109,Calare,273,Millthorpe,274,32.01,582,67.99,856,-11.3
NSW,109,Calare,274,Mitchell Campus,53,48.18,57,51.82,110,-14.32
NSW,109,Calare,2203,Molong,337,25.69,975,74.31,1312,-7.85
NSW,109,Calare,2205,Mullion Creek,115,30.26,265,69.74,380,-3.59
NSW,109,Calare,2209,Nashdale,103,24.88,311,75.12,414,-9.98
NSW,109,Calare,280,Neville,30,24.79,91,75.21,121,-1.23
NSW,109,Calare,281,Newbridge,43,30.71,97,69.29,140,-10.79
NSW,109,Calare,282,Oakey Park,220,68.11,103,31.89,323,-6.09
NSW,109,Calare,1795,Oberon,600,31.14,1327,68.86,1927,-10.84
NSW,109,Calare,1796,O'Connell,111,33.84,217,66.16,328,-11.11
NSW,109,Calare,283,Orange,763,38.3,1229,61.7,1992,-4.7
NSW,109,Calare,284,Orange East,591,37.74,975,62.26,1566,-13.79
NSW,109,Calare,285,Orange Hospital,207,41.57,291,58.43,498,-4.34
NSW,109,Calare,286,Orange North,556,36.32,975,63.68,1531,-8.24
NSW,109,Calare,33863,Orange PPVC,1480,34.02,2871,65.98,4351,-12.25
NSW,109,Calare,287,Orange South,481,37.23,811,62.77,1292,-4.52
NSW,109,Calare,288,Orange West,762,32.36,1593,67.64,2355,-6.06
NSW,109,Calare,2215,Parkes,426,29.69,1009,70.31,1435,-5.02
NSW,109,Calare,2216,Parkes East,310,30.36,711,69.64,1021,-0.82
NSW,109,Calare,2218,Parkes Hospital,217,36.84,372,63.16,589,-2.01
NSW,109,Calare,2217,Parkes North,263,31.46,573,68.54,836,-5.2
NSW,109,Calare,33952,Parkes PPVC,0,0,0,0,0,-46.19
NSW,109,Calare,2221,Parkes South,268,35.54,486,64.46,754,-4.14
NSW,109,Calare,2222,Parkes West,288,33.14,581,66.86,869,-4.83
NSW,109,Calare,2219,Peak Hill,189,33.39,377,66.61,566,-3.69
NSW,109,Calare,289,Peel,65,39.39,100,60.61,165,-11.59
NSW,109,Calare,290,Perthville,183,32.68,377,67.32,560,-10.83
NSW,109,Calare,291,Portland,719,61.14,457,38.86,1176,-11.89
NSW,109,Calare,294,Raglan,391,46.44,451,53.56,842,-7.77
NSW,109,Calare,1803,Rockley,70,37.23,118,62.77,188,-13.99
NSW,109,Calare,296,Rydal,14,21.88,50,78.13,64,-25.74
NSW,109,Calare,298,Sofala,30,50,30,50,60,11.19
NSW,109,Calare,33603,Special Hospital Team 1,0,0,0,0,0,-41.43
NSW,109,Calare,33842,Special Hospital Team 2,0,0,0,0,0,-42.42
NSW,109,Calare,33843,Special Hospital Team 3,0,0,0,0,0,-40.74
NSW,109,Calare,33844,Special Hospital Team 4,0,0,0,0,0,-40.74
NSW,109,Calare,58479,Special Hospital Team 5,0,0,0,0,0,-41.3
NSW,109,Calare,58480,Special Hospital Team 6,0,0,0,0,0,-41.67
NSW,109,Calare,58481,Special Hospital Team 7,0,0,0,0,0,-40
NSW,109,Calare,299,Spring Hill,91,35.55,165,64.45,256,-5.22
NSW,109,Calare,300,Spring Terrace,62,24.51,191,75.49,253,-3.25
NSW,109,Calare,14036,Sydney (Calare),17,44.74,21,55.26,38,1.26
NSW,109,Calare,304,The Lagoon,32,26.67,88,73.33,120,-8.49
NSW,109,Calare,2228,Trundle,76,20.32,298,79.68,374,-3.15
NSW,109,Calare,1808,Trunkey,0,0,0,0,0,-31.13
NSW,109,Calare,2229,Tullamore,33,18.54,145,81.46,178,-8.24
NSW,109,Calare,306,Tweed Mills,482,63.01,283,36.99,765,-8.58
NSW,109,Calare,308,Vale Of Clwydd,303,57.93,220,42.07,523,-7.89
NSW,109,Calare,309,Wallerawang,679,56.4,525,43.6,1204,-12.65
NSW,109,Calare,2232,Warroo,4,10.53,34,89.47,38,-3.53
NSW,109,Calare,310,Wattle Flat,64,40.76,93,59.24,157,-7.63
NSW,109,Calare,2237,Wirrinya,12,17.14,58,82.86,70,-4.92
NSW,109,Calare,2240,Yeoval,79,26.07,224,73.93,303,-7.03
NSW,109,Calare,261,Yetholme,73,43.98,93,56.02,166,-6.29
NSW,110,Charlton,323,Arcadia Vale,517,63.75,294,36.25,811,-1.49
NSW,110,Charlton,324,Argenton,594,80.05,148,19.95,742,2.37
NSW,110,Charlton,325,Awaba,178,74.48,61,25.52,239,0.07
NSW,110,Charlton,326,Barnsley,982,71.78,386,28.22,1368,-1.99
NSW,110,Charlton,373,Biraban,801,75,267,25,1068,-4.16
NSW,110,Charlton,327,Blackalls,1012,75.02,337,24.98,1349,-0.32
NSW,110,Charlton,329,Bolton Point,375,62.29,227,37.71,602,-5.57
NSW,110,Charlton,579,Bonnells Bay,1370,53.7,1181,46.3,2551,-0.6
NSW,110,Charlton,331,Booragul,756,65.28,402,34.72,1158,-0.17
NSW,110,Charlton,333,Cardiff,1619,66.19,827,33.81,2446,2.06
NSW,110,Charlton,334,Cardiff East,324,69.23,144,30.77,468,-2.63
NSW,110,Charlton,335,Cardiff Heights,509,52.75,456,47.25,965,-5.96
NSW,110,Charlton,336,Cardiff North,936,68.02,440,31.98,1376,-2.06
NSW,110,Charlton,337,Cardiff South,1149,69.09,514,30.91,1663,-2.94
NSW,110,Charlton,338,Carey Bay,556,50.27,550,49.73,1106,2.91
NSW,110,Charlton,339,Coal Point,416,45.37,501,54.63,917,0.73
NSW,110,Charlton,340,Cooranbong,521,51.69,487,48.31,1008,-0.09
NSW,110,Charlton,33899,Cooranbong PPVC,635,33.3,1272,66.7,1907,-17.22
NSW,110,Charlton,30101,Divisional Office (PREPOLL),118,53.39,103,46.61,221,3.04
NSW,110,Charlton,341,Dora Creek,815,58.21,585,41.79,1400,0.73
NSW,110,Charlton,342,Edgeworth,2218,70.5,928,29.5,3146,-1.25
NSW,110,Charlton,351,Edgeworth Heights,884,70.38,372,29.62,1256,0.09
NSW,110,Charlton,38331,Edgeworth West,816,72.47,310,27.53,1126,3.1
NSW,110,Charlton,1869,Elermore Vale,1508,64.39,834,35.61,2342,-0.31
NSW,110,Charlton,346,Fassifern,420,60.78,271,39.22,691,-3.62
NSW,110,Charlton,347,Fennell Bay,764,69.2,340,30.8,1104,0.3
NSW,110,Charlton,348,Garden Suburb,710,59.22,489,40.78,1199,3.06
NSW,110,Charlton,349,Glendale,210,73.43,76,26.57,286,3
NSW,110,Charlton,350,Glendale East,975,69.54,427,30.46,1402,-0.28
NSW,110,Charlton,34361,Glendore,988,66.53,497,33.47,1485,0.01
NSW,110,Charlton,43978,Hillsborough (Charlton),247,69.58,108,30.42,355,1.56
NSW,110,Charlton,354,Kilaben Bay,297,51.21,283,48.79,580,2.43
NSW,110,Charlton,56830,Lambton (Charlton),488,63.46,281,36.54,769,-2.98
NSW,110,Charlton,33727,Martindale St,724,65.17,387,34.83,1111,-2.88
NSW,110,Charlton,360,Martinsville,80,55.94,63,44.06,143,4.98
NSW,110,Charlton,1883,Maryland,1892,68.2,882,31.8,2774,-1.86
NSW,110,Charlton,361,Minmi,353,66.48,178,33.52,531,-2.87
NSW,110,Charlton,362,Morisset,934,64.77,508,35.23,1442,5.06
NSW,110,Charlton,609,Morisset Peninsula,498,55.7,396,44.3,894,0.76
NSW,110,Charlton,2713,New Lambton Heights,401,55.69,319,44.31,720,2.62
NSW,110,Charlton,1891,Pittown,508,70.17,216,29.83,724,3.07
NSW,110,Charlton,1892,Plattsburg,1253,68.51,576,31.49,1829,-3.88
NSW,110,Charlton,365,Rathmines,1353,60.78,873,39.22,2226,2.82
NSW,110,Charlton,1906,Silver Ridge,480,60.15,318,39.85,798,2.75
NSW,110,Charlton,33605,Special Hospital Team 1,0,0,0,0,0,-63.11
NSW,110,Charlton,33949,Special Hospital Team 2,0,0,0,0,0,-63.33
NSW,110,Charlton,56853,Special Hospital Team 3,0,0,0,0,0,-62.5
NSW,110,Charlton,367,Speers Point,1248,62.28,756,37.72,2004,1.31
NSW,110,Charlton,14038,Sydney (Charlton),20,51.28,19,48.72,39,-27.29
NSW,110,Charlton,370,Teralba,646,67.93,305,32.07,951,3.91
NSW,110,Charlton,371,Toronto,483,67.08,237,32.92,720,-0.15
NSW,110,Charlton,372,Toronto North,377,60.51,246,39.49,623,0.23
NSW,110,Charlton,33900,Toronto PPVC,1053,57.45,780,42.55,1833,6.93
NSW,110,Charlton,38205,Wallsend,979,69.04,439,30.96,1418,-0.03
NSW,110,Charlton,1901,Wallsend South,1675,60.47,1095,39.53,2770,-0.57
NSW,110,Charlton,375,Wangi Wangi,939,61.7,583,38.3,1522,-1.31
NSW,110,Charlton,43974,Warners Bay (Charlton),521,58.8,365,41.2,886,-3.68
NSW,110,Charlton,32802,Warners Bay North,721,51.1,690,48.9,1411,-2.75
NSW,110,Charlton,379,West Wallsend,1374,75.58,444,24.42,1818,-2.44
NSW,110,Charlton,31717,Woodrising,382,77.02,114,22.98,496,3.26
NSW,110,Charlton,623,Wyee,725,53.86,621,46.14,1346,1.23
NSW,110,Charlton,31719,Wyee Point,141,61.3,89,38.7,230,-7.86
NSW,111,Chifley,413,Arndell Park North,2067,58.87,1444,41.13,3511,-8.98
NSW,111,Chifley,385,Bidwill,1120,73.15,411,26.85,1531,-6.99
NSW,111,Chifley,386,Blackett,1092,73.39,396,26.61,1488,-4
NSW,111,Chifley,11947,Blacktown,785,57.34,584,42.66,1369,-5.77
NSW,111,Chifley,58585,Blacktown CHIFLEY PPVC,1563,57.59,1151,42.41,2714,-9.56
NSW,111,Chifley,388,Blacktown South (Chifley),784,60.63,509,39.37,1293,-3.4
NSW,111,Chifley,12049,Blacktown West,1718,59.32,1178,40.68,2896,-8.65
NSW,111,Chifley,1027,Dean Park,931,63.72,530,36.28,1461,-8.18
NSW,111,Chifley,392,Dharruk,952,69.69,414,30.31,1366,-8.49
NSW,111,Chifley,30102,Divisional Office (PREPOLL),16,51.61,15,48.39,31,-15.06
NSW,111,Chifley,393,Doonside,1153,64.23,642,35.77,1795,-7.59
NSW,111,Chifley,1028,Doonside North,2255,61.33,1422,38.67,3677,-9.51
NSW,111,Chifley,395,Eastern Creek,374,58.44,266,41.56,640,-12.42
NSW,111,Chifley,396,Emerton,414,71.01,169,28.99,583,-5.26
NSW,111,Chifley,31463,Glendenning,1454,63.36,841,36.64,2295,-9.09
NSW,111,Chifley,31030,Hassall Grove,1854,62.61,1107,37.39,2961,-11.42
NSW,111,Chifley,397,Hebersham,1315,68.53,604,31.47,1919,-8.31
NSW,111,Chifley,399,Lethbridge Park,1290,71.43,516,28.57,1806,-6.29
NSW,111,Chifley,1036,Marayong,1106,56.63,847,43.37,1953,-10.46
NSW,111,Chifley,1037,Marayong Heights,667,60.8,430,39.2,1097,-2.88
NSW,111,Chifley,1038,Marayong South,598,60.96,383,39.04,981,-6.66
NSW,111,Chifley,1030,Marayong West,1117,58.42,795,41.58,1912,-5.71
NSW,111,Chifley,1039,Marsden Park,328,41.94,454,58.06,782,-6.13
NSW,111,Chifley,401,Minchinbury,1447,56.09,1133,43.91,2580,-7.99
NSW,111,Chifley,402,Mount Druitt Hospital,672,59.57,456,40.43,1128,-13.46
NSW,111,Chifley,403,Mount Druitt North,1331,66.19,680,33.81,2011,-10.69
NSW,111,Chifley,33976,Mount Druitt PPVC,2484,62.71,1477,37.29,3961,-4.46
NSW,111,Chifley,404,Mount Druitt South,1285,58.97,894,41.03,2179,-7.28
NSW,111,Chifley,406,Plumpton,2474,66.01,1274,33.99,3748,-8.58
NSW,111,Chifley,1046,Quakers Hill,1097,56.93,830,43.07,1927,-1.5
NSW,111,Chifley,56862,Quakers Hill East (Chifley),334,62.43,201,37.57,535,6.13
NSW,111,Chifley,405,Rooty Hill East,219,54.61,182,45.39,401,-10.3
NSW,111,Chifley,407,Rooty Hill North,1818,63.06,1065,36.94,2883,-8.84
NSW,111,Chifley,408,Rooty Hill South,1107,56.48,853,43.52,1960,-14.63
NSW,111,Chifley,411,Shalvey,967,71.37,388,28.63,1355,-6.71
NSW,111,Chifley,44088,Special Hospital Team 1,0,0,0,0,0,-34.59
NSW,111,Chifley,14039,Sydney (Chifley),45,63.38,26,36.62,71,-2.18
NSW,111,Chifley,412,Tregear,1084,67.62,519,32.38,1603,-8.32
NSW,111,Chifley,414,Whalan,1017,71.42,407,28.58,1424,-7.23
NSW,111,Chifley,400,Whalan South,0,0,0,0,0,-80.54
NSW,111,Chifley,415,Willmot,691,67.81,328,32.19,1019,-9.88
NSW,111,Chifley,32335,Woodcroft,756,57.19,566,42.81,1322,-8.83
NSW,112,Cook,1194,Bonnet Bay,435,34.14,839,65.86,1274,-6.27
NSW,112,Cook,417,Burraneer Bay,934,26.17,2635,73.83,3569,-5.98
NSW,112,Cook,1196,Caravan Head,300,44.18,379,55.82,679,-2.17
NSW,112,Cook,419,Caringbah Central,502,35.73,903,64.27,1405,-7.35
NSW,112,Cook,420,Caringbah North,923,40.75,1342,59.25,2265,-7.46
NSW,112,Cook,418,Caringbah South,1004,31.8,2153,68.2,3157,-5.7
NSW,112,Cook,421,Caringbah West,733,35.16,1352,64.84,2085,-7.28
NSW,112,Cook,1200,Como,340,54.57,283,45.43,623,-3.67
NSW,112,Cook,1201,Como West,956,49.05,993,50.95,1949,-3.08
NSW,112,Cook,422,Cronulla,625,31.34,1369,68.66,1994,-4.49
NSW,112,Cook,423,Cronulla Central,644,37.42,1077,62.58,1721,-5.71
NSW,112,Cook,424,Cronulla North,595,40.09,889,59.91,1484,-10.66
NSW,112,Cook,425,Cronulla South,828,32.5,1720,67.5,2548,-5.12
NSW,112,Cook,30103,Divisional Office (PREPOLL),143,34.54,271,65.46,414,-10.62
NSW,112,Cook,426,Dolans Bay,70,25.09,209,74.91,279,-5.71
NSW,112,Cook,427,Grays Point,591,41.56,831,58.44,1422,-3.6
NSW,112,Cook,1207,Gymea,1121,42.88,1493,57.12,2614,-7
NSW,112,Cook,430,Gymea Bay,1174,35.44,2139,64.56,3313,-7.25
NSW,112,Cook,429,Gymea North,440,35.23,809,64.77,1249,-8.61
NSW,112,Cook,1216,Jannali East,849,51.96,785,48.04,1634,-1.03
NSW,112,Cook,56926,Jannali West (Cook),224,47.46,248,52.54,472,-8.67
NSW,112,Cook,431,Kareela,707,34.42,1347,65.58,2054,-4.96
NSW,112,Cook,1218,Kirrawee,718,41.43,1015,58.57,1733,-5.94
NSW,112,Cook,432,Kirrawee South,642,40.05,961,59.95,1603,-5.52
NSW,112,Cook,433,Kurnell,448,38.75,708,61.25,1156,-7.84
NSW,112,Cook,434,Lilli Pilli,534,26.28,1498,73.72,2032,-5.15
NSW,112,Cook,435,Miranda,658,42.34,896,57.66,1554,-8.25
NSW,112,Cook,436,Miranda Central,618,47.14,693,52.86,1311,-7
NSW,112,Cook,437,Miranda North,739,37.98,1207,62.02,1946,-5.54
NSW,112,Cook,33960,Miranda PPVC,1162,26.42,3237,73.58,4399,-18.68
NSW,112,Cook,58475,Miranda South,583,44.47,728,55.53,1311,-6.11
NSW,112,Cook,1225,Oyster Bay,925,41.95,1280,58.05,2205,-4.5
NSW,112,Cook,33609,Special Hospital Team 1,0,0,0,0,0,-39.39
NSW,112,Cook,46534,Special Hospital Team 2,0,0,0,0,0,-39.31
NSW,112,Cook,1230,Sutherland (Cook),637,51.79,593,48.21,1230,-0.62
NSW,112,Cook,33875,Sutherland COOK PPVC,629,39.39,968,60.61,1597,-5.67
NSW,112,Cook,12076,Sutherland East,502,46.96,567,53.04,1069,-7.66
NSW,112,Cook,438,Sutherland Hospital,170,40.77,247,59.23,417,-11.56
NSW,112,Cook,11940,Sutherland North,1077,45.23,1304,54.77,2381,-5.43
NSW,112,Cook,14040,Sydney (Cook),43,48.31,46,51.69,89,-7.57
NSW,112,Cook,439,Sylvania,371,26.61,1023,73.39,1394,-11.13
NSW,112,Cook,441,Sylvania Heights,1240,33.25,2489,66.75,3729,-8.36
NSW,112,Cook,444,Sylvania South,435,35.08,805,64.92,1240,-4.35
NSW,112,Cook,442,Sylvania Waters,312,25.87,894,74.13,1206,-7.16
NSW,112,Cook,443,Taren Point,327,27.32,870,72.68,1197,-8.08
NSW,112,Cook,445,Wanda Beach,457,36.85,783,63.15,1240,-6.97
NSW,112,Cook,446,Woolooware,793,37.98,1295,62.02,2088,-5.52
NSW,112,Cook,447,Yowie Bay,671,29.72,1587,70.28,2258,-5.18
NSW,113,Cowper,474,Aldavilla,373,34.16,719,65.84,1092,-14.26
NSW,113,Cowper,31727,Bayldon,1190,42.11,1636,57.89,2826,-7.27
NSW,113,Cowper,454,Bellbrook,40,39.6,61,60.4,101,-14.53
NSW,113,Cowper,456,Bellingen,1323,60.66,858,39.34,2181,-3.19
NSW,113,Cowper,457,Bellingen Hospital,185,52.86,165,47.14,350,-12.22
NSW,113,Cowper,458,Boambee,555,33.06,1124,66.94,1679,-7.6
NSW,113,Cowper,459,Bonville,351,34.68,661,65.32,1012,-7.02
NSW,113,Cowper,32370,Bostobrick,39,37.14,66,62.86,105,-14
NSW,113,Cowper,460,Bowraville,440,43.26,577,56.74,1017,-9.33
NSW,113,Cowper,2053,Brooms Head,71,42.26,97,57.74,168,-13.16
NSW,113,Cowper,462,Coffs Harbour,660,37.69,1091,62.31,1751,-10.34
NSW,113,Cowper,464,Coffs Harbour Central,894,41.26,1273,58.74,2167,-3.18
NSW,113,Cowper,32332,Coffs Harbour East,281,39.86,424,60.14,705,-6.08
NSW,113,Cowper,463,Coffs Harbour Hospital,215,45.84,254,54.16,469,-6.55
NSW,113,Cowper,465,Coffs Harbour Jetty,796,42.36,1083,57.64,1879,-6.54
NSW,113,Cowper,33739,Coffs Harbour PPVC,1802,36.82,3092,63.18,4894,-8.1
NSW,113,Cowper,494,Coffs Harbour South,967,37.54,1609,62.46,2576,-7.76
NSW,113,Cowper,466,Coffs Harbour West,1223,40.19,1820,59.81,3043,-6.58
NSW,113,Cowper,2062,Coramba,136,42.5,184,57.5,320,-6.29
NSW,113,Cowper,2063,Corindi,398,49.14,412,50.86,810,-12.35
NSW,113,Cowper,2065,Cowper (Cowper),26,25.24,77,74.76,103,-13.02
